Date(DD-MM-YYYY),Serial Number of system during year,Basin of origin,Name,Time (UTC),Latitude (lat.),Longitude (lon.),"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",Maximum Sustained Surface Wind (kt) ,"Pressure Drop (hPa)[or ""delta P""]",Grade (text),Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar,Unnamed: 14,Unnamed: 15,Unnamed: 16,Diameter-Size of outermost closed isobar,"Pressure Drop(hPa)[or""delta P""]",Diameter/Size of outermost closed isobar(in degree)
2015-11-02,201510,ARB,CHAPALA,300.0,13.2,52.2,5,960.0,95.0,46.0,ESCS,,,,,,,,
2015-11-02,201510,ARB,CHAPALA,600.0,13.3,51.6,5,964.0,90.0,42.0,ESCS,,,,,,,,
2015-11-02,201510,ARB,CHAPALA,900.0,13.3,51.0,5,966.0,90.0,40.0,ESCS,,,,,,,,
2015-11-02,201510,ARB,CHAPALA,1200.0,13.4,50.5,4.5,968.0,85.0,38.0,VSCS,,,,,,,,
2015-11-02,201510,ARB,CHAPALA,1500.0,13.5,50.0,4.5,970.0,85.0,36.0,VSCS,,,,,,,,
2015-11-02,201510,ARB,CHAPALA,1800.0,13.7,49.6,4.5,974.0,80.0,32.0,VSCS,,,,,,,,
2015-11-02,201510,ARB,CHAPALA,2100.0,13.8,49.3,4,978.0,75.0,28.0,VSCS,,,,,,,,
2015-11-03,201510,ARB,CHAPALA,0.0,14.0,48.8,4,984.0,65.0,22.0,VSCS,,,,,,,,
2015-11-03,201510,ARB,CHAPALA,300.0,14.2,48.4,-,990.0,55.0,16.0,SCS,,,,,,,,
2015-11-03,201510,ARB,CHAPALA,600.0,14.2,47.8,-,996.0,45.0,10.0,CS,,,,,,,,
2015-11-03,201510,ARB,CHAPALA,900.0,14.2,47.6,-,998.0,40.0,8.0,CS,,,,,,,,
2015-11-03,201510,ARB,CHAPALA,1200.0,14.2,47.3,-,998.0,40.0,8.0,CS,,,,,,,,
2015-11-03,201510,ARB,CHAPALA,1500.0,14.2,47.1,-,998.0,40.0,8.0,CS,,,,,,,,
2015-11-03,201510,ARB,CHAPALA,1800.0,14.3,47.0,-,1001.0,30.0,5.0,DD,,,,,,,,
2015-11-04,201510,ARB,CHAPALA,0.0,14.8,46.5,-,1003.0,25.0,3.0,D,,,,,,,,
2015-11-05,201511,ARB,MEGH,0.0,14.1,66.0,1.5,1006.0,25.0,3.0,D,,,,,,,,
2015-11-05,201511,ARB,MEGH,300.0,14.1,65.6,1.5,1004.0,25.0,4.0,D,,,,,,,,
2015-11-05,201511,ARB,MEGH,600.0,14.1,64.8,2,1002.0,30.0,5.0,DD,,,,,,,,
2015-11-05,201511,ARB,MEGH,1200.0,14.0,64.0,2.5,998.0,35.0,7.0,CS,,,,,,,,
2015-11-05,201511,ARB,MEGH,1500.0,13.9,63.7,2.5,996.0,40.0,8.0,CS,,,,,,,,
2015-11-05,201511,ARB,MEGH,1800.0,13.9,63.4,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-05,201511,ARB,MEGH,2100.0,13.8,63.0,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-06,201511,ARB,MEGH,0.0,13.7,62.5,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-06,201511,ARB,MEGH,300.0,13.5,62.2,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-06,201511,ARB,MEGH,600.0,13.2,61.9,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-06,201511,ARB,MEGH,900.0,13.1,61.5,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-06,201511,ARB,MEGH,1200.0,13.0,61.0,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-06,201511,ARB,MEGH,1500.0,12.9,60.8,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-06,201511,ARB,MEGH,1800.0,12.9,60.6,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-06,201511,ARB,MEGH,2100.0,12.8,60.4,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-07,201511,ARB,MEGH,0.0,12.8,60.1,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-07,201511,ARB,MEGH,300.0,12.8,59.6,3,994.0,45.0,10.0,CS,,,,,,,,
2015-11-07,201511,ARB,MEGH,600.0,12.7,59.2,3,992.0,50.0,12.0,SCS,,,,,,,,
2015-11-07,201511,ARB,MEGH,900.0,12.6,58.8,3.5,990.0,55.0,16.0,SCS,,,,,,,,
2015-11-07,201511,ARB,MEGH,1200.0,12.7,58.4,3.5,988.0,60.0,18.0,SCS,,,,,,,,
2015-11-07,201511,ARB,MEGH,1500.0,12.6,57.9,4,984.0,65.0,22.0,VSCS,,,,,,,,
2015-11-07,201511,ARB,MEGH,1800.0,12.7,57.3,4,980.0,70.0,26.0,VSCS,,,,,,,,
2015-11-07,201511,ARB,MEGH,2100.0,12.7,56.7,4.5,976.0,80.0,32.0,VSCS,,,,,,,,
2015-11-08,201511,ARB,MEGH,0.0,12.7,56.1,4.5,974.0,85.0,36.0,VSCS,,,,,,,,
2015-11-08,201511,ARB,MEGH,300.0,12.7,55.5,5,968.0,90.0,40.0,ESCS,,,,,,,,
2015-11-08,201511,ARB,MEGH,600.0,12.7,54.9,5,964.0,95.0,44.0,ESCS,,,,,,,,
2015-11-08,201511,ARB,MEGH,900.0,12.7,54.2,5,964.0,95.0,44.0,ESCS,,,,,,,,
2015-11-08,201511,ARB,MEGH,1200.0,12.7,53.5,5,970.0,90.0,40.0,ESCS,,,,,,,,
2015-11-08,201511,ARB,MEGH,1500.0,12.7,52.9,5,970.0,90.0,40.0,ESCS,,,,,,,,
2015-11-08,201511,ARB,MEGH,1800.0,12.5,52.4,5,970.0,90.0,40.0,ESCS,,,,,,,,
2015-11-08,201511,ARB,MEGH,2100.0,12.5,51.7,5,970.0,90.0,40.0,ESCS,,,,,,,,
2015-11-09,201511,ARB,MEGH,0.0,12.3,51.0,4.5,974.0,85.0,36.0,VSCS,,,,,,,,
2015-11-09,201511,ARB,MEGH,300.0,12.3,50.3,4.5,976.0,80.0,32.0,VSCS,,,,,,,,
2015-11-09,201511,ARB,MEGH,600.0,12.3,49.6,4.5,978.0,80.0,30.0,VSCS,,,,,,,,
2015-11-09,201511,ARB,MEGH,900.0,12.4,48.8,4,980.0,75.0,28.0,VSCS,,,,,,,,
2015-11-09,201511,ARB,MEGH,1200.0,12.5,48.0,4,982.0,70.0,26.0,VSCS,,,,,,,,
2015-11-09,201511,ARB,MEGH,1500.0,12.5,47.6,4,986.0,65.0,22.0,VSCS,,,,,,,,
2015-11-09,201511,ARB,MEGH,1800.0,12.6,47.2,4,988.0,65.0,20.0,VSCS,,,,,,,,
2015-11-09,201511,ARB,MEGH,2100.0,12.7,46.8,3.5,990.0,60.0,18.0,SCS,,,,,,,,
2015-11-10,201511,ARB,MEGH,0.0,12.9,46.4,3,996.0,50.0,14.0,SCS,,,,,,,,
2015-11-10,201511,ARB,MEGH,300.0,13.1,46.2,3,998.0,40.0,12.0,CS,,,,,,,,
2015-11-10,201511,ARB,MEGH,600.0,13.3,46.1,2,1003.0,30.0,5.0,DD,,,,,,,,
2015-11-10,201511,ARB,MEGH,1200.0,13.6,46.5,1.5,1005.0,25.0,3.0,D,,,,,,,,
2016-06-27,201602,ARB,,900,21.5,64.5,1.5,996.0,25.0,4,D,,,,,,,,
2016-06-27,201602,ARB,,1200,21.5,64.0,1.5,996.0,25.0,4,D,,,,,,,,
2016-06-27,201602,ARB,,1800,21.5,64.0,1.5,996.0,25.0,4,D,,,,,,,,
2016-06-28,201602,ARB,,0,21.8,64.0,1.5,996.0,25.0,4,D,,,,,,,,
2016-06-28,201602,ARB,,300,21.3,62.5,1.5,996.0,25.0,4,D,,,,,,,,
2016-06-28,201602,ARB,,600,21.3,62.5,1.5,996.0,25.0,4,D,,,,,,,,
2016-06-28,201602,ARB,,1200,20.8,62.3,1.5,996.0,25.0,4,D,,,,,,,,
2016-06-28,201602,ARB,,1800,20.3,62.4,1.5,996.0,25.0,4,D,,,,,,,,
2016-06-29,201602,ARB,,0,20.3,62.3,1.5,996.0,25.0,4,D,,,,,,,,
2016-12-17,201610,ARB,,300,11,62.5,1.5,998.0,25.0,3,D,,,,,,,,
2016-12-17,201610,ARB,,600,11.8,61.7,1.5,998.0,25.0,3,D,,,,,,,,
2016-12-17,201610,ARB,,1200,11.3,60.5,1.5,998.0,25.0,3,D,,,,,,,,
2016-12-17,201610,ARB,,1800,10.8,59.8,1.5,998.0,25.0,3,D,,,,,,,,
2016-12-18,201610,ARB,,0,9.8,58.0,1.5,996.0,25.0,3,D,,,,,,,,
2016-12-18,201610,ARB,,300,9.4,56.8,1.5,994.0,20.0,3,D,,,,,,,,
2018-03-13,201801,AS,,0300,5,76.0,1,1006.0,25.0,3.0,D,,,,,,,,
2018-03-13,201801,AS,,0600,5.5,75.8,1.5,1006.0,25.0,3.0,D,,,,,,,,
2018-03-13,201801,AS,,1200,6.5,75.0,1.5,1006.0,25.0,3.0,D,,,,,,,,
2018-03-13,201801,AS,,1800,6.7,74.8,1.5,1006.0,25.0,3.0,D,,,,,,,,
2018-03-14,201801,AS,,0000,7,74.5,1.5,1006.0,25.0,3.0,D,,,,,,,,
2018-03-14,201801,AS,,0300,7.5,74.0,1.5,1006.0,25.0,3.0,D,,,,,,,,
2018-03-14,201801,AS,,0600,8,73.5,1.5,1006.0,25.0,3.0,D,,,,,,,,
2018-03-14,201801,AS,,1200,8.7,72.8,1.5,1006.0,25.0,3.0,D,,,,,,,,
2018-03-14,201801,AS,,1800,9.1,72.5,1.5,1006.0,25.0,3.0,D,,,,,,,,
2018-05-16,201802,AS,SAGAR,1200,13,50.0,1.5,1001.0,25.0,3.0,D,,,,,,,,
2018-05-16,201802,AS,SAGAR,1800,13.2,49.6,1.5,1001.0,30.0,4.0,D,,,,,,,,
2018-05-17,201802,AS,SAGAR,0000,13.2,49.0,2.5,999.0,30.0,5.0,DD,,,,,,,,
2018-05-17,201802,AS,SAGAR,0300,13.2,48.7,2.5,997.0,35.0,7.0,CS,,,,,,,,
2018-05-17,201802,AS,SAGAR,0600,13,48.4,2.5,997.0,35.0,7.0,CS,,,,,,,,
2018-05-17,201802,AS,SAGAR,0900,13,48.3,2.5,997.0,35.0,7.0,CS,,,,,,,,
2018-05-17,201802,AS,SAGAR,1200,13,48.1,2.5,996.0,40.0,8.0,CS,,,,,,,,
2018-05-17,201802,AS,SAGAR,1500,13,47.8,2.5,996.0,40.0,8.0,CS,,,,,,,,
2018-05-17,201802,AS,SAGAR,1800,12.8,47.5,2.5,996.0,40.0,8.0,CS,,,,,,,,
2018-05-17,201802,AS,SAGAR,2100,12.7,47.2,2.5,996.0,40.0,8.0,CS,,,,,,,,
2018-05-18,201802,AS,SAGAR,0000,12.4,46.6,3,996.0,45.0,10.0,CS,,,,,,,,
2018-05-18,201802,AS,SAGAR,0300,12.2,46.3,3,994.0,45.0,10.0,CS,,,,,,,,
2018-05-18,201802,AS,SAGAR,0600,12,46.0,3,994.0,45.0,10.0,CS,,,,,,,,
2018-05-18,201802,AS,SAGAR,0900,11.8,45.6,3,994.0,45.0,10.0,CS,,,,,,,,
2018-05-18,201802,AS,SAGAR,1200,11.6,45.5,3,994.0,45.0,10.0,CS,,,,,,,,
2018-05-18,201802,AS,SAGAR,1500,11.4,45.3,3,994.0,45.0,10.0,CS,,,,,,,,
2018-05-18,201802,AS,SAGAR,1800,11.3,45.1,3,994.0,45.0,10.0,CS,,,,,,,,
2018-05-18,201802,AS,SAGAR,2100,11.2,45.0,3,994.0,45.0,10.0,CS,,,,,,,,
2018-05-19,201802,AS,SAGAR,0000,11.1,44.8,3,994.0,45.0,10.0,CS,,,,,,,,
2018-05-19,201802,AS,SAGAR,0300,10.9,44.4,3,994.0,45.0,10.0,CS,,,,,,,,
2018-05-19,201802,AS,SAGAR,0600,10.8,44.1,3,996.0,40.0,8.0,CS,,,,,,,,
2018-05-19,201802,AS,SAGAR,0900,10.6,43.9,-,998.0,40.0,8.0,CS,,,,,,,,
2018-05-19,201802,AS,SAGAR,1200,10.4,43.6,-,1000.0,35.0,7.0,CS,,,,,,,,
2018-05-19,201802,AS,SAGAR,1800,10.2,43.3,-,1001.0,30.0,5.0,DD,,,,,,,,
2018-05-20,201802,AS,SAGAR,0000,10,42.9,-,1003.0,25.0,3.0,D,,,,,,,,
2018-05-21,201803,AS,MEKUNU,1200,8.5,58.5,1.5,1004.0,25.0,3.0,D,,,,,,,,
2018-05-21,201803,AS,MEKUNU,1800,8.7,58.0,1.5,1003.0,25.0,4.0,D,,,,,,,,
2018-05-22,201803,AS,MEKUNU,0000,9,57.5,1.5,1002.0,25.0,4.0,D,,,,,,,,
2018-05-22,201803,AS,MEKUNU,0300,9.2,57.2,2,1001.0,30.0,5.0,DD,,,,,,,,
2018-05-22,201803,AS,MEKUNU,0600,9.5,57.0,2,1000.0,30.0,6.0,DD,,,,,,,,
2018-05-22,201803,AS,MEKUNU,1200,10.2,56.8,2.5,998.0,35.0,7.0,CS,,,,,,,,
2018-05-22,201803,AS,MEKUNU,1500,10.5,56.7,2.5,998.0,35.0,7.0,CS,,,,,,,,
2018-05-22,201803,AS,MEKUNU,1800,10.7,56.4,2.5,996.0,40.0,8.0,CS,,,,,,,,
2018-05-22,201803,AS,MEKUNU,2100,10.8,56.2,2.5,996.0,40.0,9.0,CS,,,,,,,,
2018-05-23,201803,AS,MEKUNU,0000,11,56.0,3,994.0,45.0,10.0,CS,,,,,,,,
2018-05-23,201803,AS,MEKUNU,0300,11.2,55.9,3.5,984.0,55.0,15.0,SCS,,,,,,,,
2018-05-23,201803,AS,MEKUNU,0600,11.4,55.9,3.5,980.0,60.0,18.0,SCS,,,,,,,,
2018-05-23,201803,AS,MEKUNU,0900,11.8,55.9,3.5,978.0,65.0,20.0,VSCS,,,,,,,,
2018-05-23,201803,AS,MEKUNU,1200,12,55.9,4,978.0,65.0,22.0,VSCS,,,,,,,,
2018-05-23,201803,AS,MEKUNU,1500,12.3,55.9,4,976.0,70.0,24.0,VSCS,,,,,,,,
2018-05-23,201803,AS,MEKUNU,1800,12.5,55.8,4,976.0,70.0,24.0,VSCS,,,,,,,,
2018-05-23,201803,AS,MEKUNU,2100,12.8,55.7,4,976.0,70.0,24.0,VSCS,,,,,,,,
2018-05-24,201803,AS,MEKUNU,0000,13,55.6,4,974.0,70.0,24.0,VSCS,,,,,,,,
2018-05-24,201803,AS,MEKUNU,0300,13.3,55.4,4.5,972.0,75.0,28.0,VSCS,,,,,,,,
2018-05-24,201803,AS,MEKUNU,0600,13.7,55.3,4.5,970.0,80.0,32.0,VSCS,,,,,,,,
2018-05-24,201803,AS,MEKUNU,0900,14,55.2,4.5,970.0,80.0,32.0,VSCS,,,,,,,,
2018-05-24,201803,AS,MEKUNU,1200,14.3,55.2,4.5,970.0,80.0,32.0,VSCS,,,,,,,,
2018-05-24,201803,AS,MEKUNU,1500,14.6,55.1,4.5,970.0,80.0,32.0,VSCS,,,,,,,,
2018-05-24,201803,AS,MEKUNU,1800,14.9,54.9,4.5,970.0,80.0,32.0,VSCS,,,,,,,,
2018-05-24,201803,AS,MEKUNU,2100,15.1,54.7,4.5,970.0,80.0,32.0,VSCS,,,,,,,,
2018-05-25,201803,AS,MEKUNU,0000,15.2,54.5,4.5,968.0,85.0,36.0,VSCS,,,,,,,,
2018-05-25,201803,AS,MEKUNU,0300,15.4,54.5,4.5,964.0,90.0,40.0,ESCS,,,,,,,,
2018-05-25,201803,AS,MEKUNU,0600,15.8,54.4,5,964.0,90.0,40.0,ESCS,,,,,,,,
2018-05-25,201803,AS,MEKUNU,0900,16.2,54.2,5,962.0,90.0,42.0,ESCS,,,,,,,,
2018-05-25,201803,AS,MEKUNU,1200,16.4,54.1,5,960.0,95.0,45.0,ESCS,,,,,,,,
2018-05-25,201803,AS,MEKUNU,1500,16.5,54.0,5,960.0,95.0,45.0,ESCS,,,,,,,,
2018-05-25,201803,AS,MEKUNU,1800,16.7,53.9,5,960.0,95.0,45.0,ESCS,,,,,,,,
2018-05-25,201803,AS,MEKUNU,2100,17.1,53.6,-,964.0,90.0,40.0,ESCS,,,,,,,,
2018-05-26,201803,AS,MEKUNU,0000,17.2,53.5,-,976.0,75.0,28.0,VSCS,,,,,,,,
2018-05-26,201803,AS,MEKUNU,0300,17.4,53.4,-,986.0,60.0,18.0,SCS,,,,,,,,
2018-05-26,201803,AS,MEKUNU,0600,17.8,53.2,-,988.0,50.0,12.0,SCS,,,,,,,,
2018-05-26,201803,AS,MEKUNU,0900,18.1,53.1,-,990.0,45.0,10.0,CS,,,,,,,,
2018-05-26,201803,AS,MEKUNU,1200,18.3,53.0,-,992.0,40.0,8.0,CS,,,,,,,,
2018-05-26,201803,AS,MEKUNU,1500,18.5,52.9,-,994.0,35.0,7.0,CS,,,,,,,,
2018-05-26,201803,AS,MEKUNU,1800,18.6,52.8,-,996.0,30.0,5.0,DD,,,,,,,,
2018-05-27,201803,AS,MEKUNU,0000,19,52.6,-,1000.0,25.0,3.0,D,,,,,,,,
2018-10-06,201811,AS,LUBAN,0900,11.2,67.0,1.5,1003.0,25.0,3.0,D,,,,,,,,
2018-10-06,201811,AS,LUBAN,1200,11.3,66.9,1.5,1002.0,25.0,4.0,D,,,,,,,,
2018-10-06,201811,AS,LUBAN,1800,11.6,66.5,1.5,1002.0,25.0,4.0,D,,,,,,,,
2018-10-07,201811,AS,LUBAN,0000,11.9,65.8,1.5,1002.0,25.0,4.0,D,,,,,,,,
2018-10-07,201811,AS,LUBAN,0300,12,65.6,1.5,1002.0,25.0,4.0,D,,,,,,,,
2018-10-07,201811,AS,LUBAN,0600,12,65.4,1.5,1002.0,25.0,4.0,D,,,,,,,,
2018-10-07,201811,AS,LUBAN,0900,12,64.8,2,1001.0,30.0,5.0,DD,,,,,,,,
2018-10-07,201811,AS,LUBAN,1200,12.1,64.3,2,1001.0,30.0,5.0,DD,,,,,,,,
2018-10-07,201811,AS,LUBAN,1800,12.2,63.5,2,1000.0,30.0,6.0,DD,,,,,,,,
2018-10-08,201811,AS,LUBAN,0000,12.3,62.4,2.5,999.0,35.0,7.0,CS,,,,,,,,
2018-10-08,201811,AS,LUBAN,0300,12.4,62.0,2.5,998.0,40.0,8.0,CS,,,,,,,,
2018-10-08,201811,AS,LUBAN,0600,12.4,61.8,2.5,997.0,40.0,9.0,CS,,,,,,,,
2018-10-08,201811,AS,LUBAN,0900,12.5,61.5,3,996.0,45.0,10.0,CS,,,,,,,,
2018-10-08,201811,AS,LUBAN,1200,12.5,61.0,3,996.0,45.0,10.0,CS,,,,,,,,
2018-10-08,201811,AS,LUBAN,1500,12.6,60.8,3,996.0,45.0,10.0,CS,,,,,,,,
2018-10-08,201811,AS,LUBAN,1800,12.7,60.5,3,994.0,45.0,12.0,CS,,,,,,,,
2018-10-08,201811,AS,LUBAN,2100,12.8,60.2,3,994.0,45.0,12.0,CS,,,,,,,,
2018-10-09,201811,AS,LUBAN,0000,12.9,60.2,3,994.0,45.0,12.0,CS,,,,,,,,
2018-10-09,201811,AS,LUBAN,0300,13,60.1,3,994.0,45.0,12.0,CS,,,,,,,,
2018-10-09,201811,AS,LUBAN,0600,13.1,60.1,3,994.0,45.0,12.0,CS,,,,,,,,
2018-10-09,201811,AS,LUBAN,0900,13.2,60.0,3.5,992.0,50.0,14.0,SCS,,,,,,,,
2018-10-09,201811,AS,LUBAN,1200,13.3,59.7,3.5,990.0,55.0,16.0,SCS,,,,,,,,
2018-10-09,201811,AS,LUBAN,1500,13.4,59.5,3.5,990.0,55.0,16.0,SCS,,,,,,,,
2018-10-09,201811,AS,LUBAN,1800,13.5,59.3,3.5,990.0,55.0,16.0,SCS,,,,,,,,
2018-10-09,201811,AS,LUBAN,2100,13.6,59.1,3.5,988.0,60.0,18.0,SCS,,,,,,,,
2018-10-10,201811,AS,LUBAN,0000,14.1,59.0,4,985.0,65.0,21.0,VSCS,,,,,,,,
2018-10-10,201811,AS,LUBAN,0300,14.1,59.0,4,984.0,65.0,22.0,VSCS,,,,,,,,
2018-10-10,201811,AS,LUBAN,0600,14.2,58.9,4.5,978.0,75.0,28.0,VSCS,,,,,,,,
2018-10-10,201811,AS,LUBAN,0900,14.4,58.7,4.5,978.0,75.0,28.0,VSCS,,,,,,,,
2018-10-10,201811,AS,LUBAN,1200,14.4,58.6,4,978.0,75.0,28.0,VSCS,,,,,,,,
2018-10-10,201811,AS,LUBAN,1500,14.5,58.5,4,978.0,75.0,28.0,VSCS,,,,,,,,
2018-10-10,201811,AS,LUBAN,1800,14.6,58.4,4,978.0,75.0,28.0,VSCS,,,,,,,,
2018-10-10,201811,AS,LUBAN,2100,14.6,58.4,4,978.0,75.0,28.0,VSCS,,,,,,,,
2018-11-10,201811,AS,LUBAN,0000,14.7,58.1,4,978.0,75.0,28.0,VSCS,,,,,,,,
2018-11-10,201811,AS,LUBAN,0300,14.5,58.0,4,980.0,70.0,26.0,VSCS,,,,,,,,
2018-11-10,201811,AS,LUBAN,0600,14.5,57.8,4,980.0,70.0,26.0,VSCS,,,,,,,,
2018-11-10,201811,AS,LUBAN,0900,14.5,57.8,4,980.0,70.0,26.0,VSCS,,,,,,,,
2018-11-10,201811,AS,LUBAN,1200,14.5,57.7,4,980.0,70.0,26.0,VSCS,,,,,,,,
2018-11-10,201811,AS,LUBAN,1500,14.5,57.7,4,980.0,70.0,26.0,VSCS,,,,,,,,
2018-11-10,201811,AS,LUBAN,1800,14.6,57.6,4,980.0,70.0,26.0,VSCS,,,,,,,,
2018-11-10,201811,AS,LUBAN,2100,14.7,57.6,4,980.0,65.0,26.0,VSCS,,,,,,,,
2018-12-10,201811,AS,LUBAN,0000,14.7,57.6,3.5,984.0,60.0,22.0,VSCS,,,,,,,,
2018-12-10,201811,AS,LUBAN,0300,14.7,57.4,3,987.0,55.0,25.0,SCS,,,,,,,,
2018-12-10,201811,AS,LUBAN,0600,14.7,57.3,3,990.0,50.0,16.0,SCS,,,,,,,,
2018-12-10,201811,AS,LUBAN,0900,14.7,57.2,3,990.0,50.0,16.0,SCS,,,,,,,,
2018-12-10,201811,AS,LUBAN,1200,14.7,57.1,3,991.0,50.0,15.0,SCS,,,,,,,,
2018-12-10,201811,AS,LUBAN,1500,14.7,56.9,3,992.0,50.0,14.0,SCS,,,,,,,,
2018-12-10,201811,AS,LUBAN,1800,14.8,56.6,3,994.0,45.0,12.0,CS,,,,,,,,
2018-12-10,201811,AS,LUBAN,2100,14.8,56.3,3,994.0,45.0,12.0,CS,,,,,,,,
2018-10-13,201811,AS,LUBAN,0000,14.8,56.0,3,994.0,45.0,12.0,CS,,,,,,,,
2018-10-13,201811,AS,LUBAN,0300,14.8,55.6,2.5,994.0,40.0,12.0,CS,,,,,,,,
2018-10-13,201811,AS,LUBAN,0600,14.9,55.2,2.5,994.0,40.0,12.0,CS,,,,,,,,
2018-10-13,201811,AS,LUBAN,0900,14.9,54.8,2.5,994.0,40.0,12.0,CS,,,,,,,,
2018-10-13,201811,AS,LUBAN,1200,14.9,54.4,2.5,994.0,40.0,12.0,CS,,,,,,,,
2018-10-13,201811,AS,LUBAN,1500,14.9,54.0,2.5,994.0,40.0,12.0,CS,,,,,,,,
2018-10-13,201811,AS,LUBAN,1800,15,53.7,2.5,996.0,40.0,10.0,CS,,,,,,,,
2018-10-13,201811,AS,LUBAN,2100,15.1,53.3,2.5,996.0,40.0,10.0,CS,,,,,,,,
2018-10-14,201811,AS,LUBAN,0000,15.3,52.8,2.5,998.0,40.0,8.0,CS,,,,,,,,
2018-10-14,201811,AS,LUBAN,0300,15.6,52.5,2.5,998.0,40.0,8.0,CS,,,,,,,,
2018-10-14,201811,AS,LUBAN,0600,15.9,52.1,-,999.0,35.0,7.0,CS,,,,,,,,
2018-10-14,201811,AS,LUBAN,0900,15.9,51.7,-,1000.0,30.0,6.0,DD,,,,,,,,
2018-10-14,201811,AS,LUBAN,1200,15.9,51.2,-,1001.0,30.0,5.0,DD,,,,,,,,
2018-10-14,201811,AS,LUBAN,1800,16.2,50.7,-,1002.0,25.0,4.0,D,,,,,,,,
2018-10-15,201811,AS,LUBAN,0000,16.2,49.0,-,1003.0,25.0,3.0,D,,,,,,,,
2019-06-10,201903,AS,Vayu,0000,11.7,71.0,1.5,998.0,25.0,3.0,D,,,Vayu,,,,,
2019-06-10,201903,AS,Vayu,0300,12.5,71.0,1.5,998.0,25.0,3.0,D,,,Vayu,,,,,
2019-06-10,201903,AS,Vayu,0600,12.5,70.9,2,997.0,30.0,4.0,DD,,,Vayu,,,,,
2019-06-10,201903,AS,Vayu,1200,13.3,70.8,2,996.0,30.0,5.0,DD,,,Vayu,,,,,
2019-06-10,201903,AS,Vayu,1800,13.9,70.6,2.5,995.0,35.0,6.0,CS,,,Vayu,,,,,
2019-06-10,201903,AS,Vayu,2100,14.2,70.6,2.5,994.0,35.0,7.0,CS,,,Vayu,,,,,
2019-06-11,201903,AS,Vayu,0000,14.7,70.6,2.5,993.0,40.0,8.0,CS,,,Vayu,,,,,
2019-06-11,201903,AS,Vayu,0300,15,70.6,2.5,992.0,40.0,9.0,CS,,,Vayu,,,,,
2019-06-11,201903,AS,Vayu,0600,15.2,70.6,3,990.0,45.0,10.0,CS,,,Vayu,,,,,
2019-06-11,201903,AS,Vayu,0900,15.7,70.6,3,988.0,45.0,12.0,CS,,,Vayu,,,,,
2019-06-11,201903,AS,Vayu,1200,16.1,70.6,3.5,986.0,55.0,15.0,SCS,,,Vayu,,,,,
2019-06-11,201903,AS,Vayu,1500,16.7,70.6,3.5,983.0,60.0,18.0,SCS,,,Vayu,,,,,
2019-06-11,201903,AS,Vayu,1800,17.1,70.6,4,980.0,65.0,21.0,VSCS,,,Vayu,,,,,
2019-06-11,201903,AS,Vayu,2100,17.5,70.6,4,977.0,70.0,24.0,VSCS,,,Vayu,,,,,
2019-06-12,201903,AS,Vayu,0000,17.8,70.4,4.5,975.0,75.0,26.0,VSCS,,,Vayu,,,,,
2019-06-12,201903,AS,Vayu,0300,18,70.3,4.5,973.0,75.0,28.0,VSCS,,,Vayu,,,,,
2019-06-12,201903,AS,Vayu,0600,18.4,70.0,4.5,971.0,75.0,30.0,VSCS,,,Vayu,,,,,
2019-06-12,201903,AS,Vayu,0900,18.8,69.9,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-12,201903,AS,Vayu,1200,19.1,69.9,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-12,201903,AS,Vayu,1500,19.5,69.8,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-12,201903,AS,Vayu,1800,19.7,69.7,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-12,201903,AS,Vayu,2100,20,69.6,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-13,201903,AS,Vayu,0000,20.3,69.5,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-13,201903,AS,Vayu,0300,20.4,69.4,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-13,201903,AS,Vayu,0600,20.5,69.3,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-13,201903,AS,Vayu,0900,20.7,69.1,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-13,201903,AS,Vayu,1200,20.9,69.0,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-13,201903,AS,Vayu,1500,20.9,68.8,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
2019-06-13,201903,AS,Vayu,1800,20.9,68.8,4.5,970.0,80.0,32.0,VSCS,,,Vayu,,,,,
